customerid,gender,age,under30,seniorcitizen,married,dependents,numberofdependents,country,state,city,zipcode,latitude,longitude,population,quarter,referredafriend,numberofreferrals,offer,phoneservice,avgmonthlylongdistancecharges,multiplelines,internetservice,internettype,avgmonthlygbdownload,onlinesecurity,onlinebackup,deviceprotectionplan,premiumtechsupport,streamingtv,streamingmovies,streamingmusic,unlimiteddata,contract,paperlessbilling,paymentmethod,monthlycharge,satisfactionscore,customerstatus,churnlabel,churnscore,cltv,churncategory,churnreason,ingestiondate,customer_joined_date
6968-GMKPR,Female,39,No,No,No,No,0,United States,California,French Gulch,96033,40.740138,-122.587476,373,Q3,No,0,Offer B,Yes,22.34,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.55,3,Stayed,No,80,5167,,,2025-03-13,2020-08-13 00:00:00
4751-ERMAN,Male,43,No,No,Yes,No,0,United States,California,Gazelle,96034,41.411315,-122.697236,392,Q3,Yes,7,,Yes,42.16,No,Yes,Cable,18,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.4,3,Stayed,No,35,4171,,,2025-03-13,2019-03-13 00:00:00
1436-ZMJAN,Female,62,No,No,Yes,No,0,United States,California,Gerber,96035,40.03194,-122.176023,3357,Q3,Yes,6,Offer D,Yes,37.08,No,Yes,Cable,7,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,67.8,5,Stayed,No,79,2709,,,2025-03-13,2024-05-13 00:00:00
0799-DDIHE,Female,24,Yes,No,Yes,Yes,3,United States,California,Grenada,96038,41.599978,-122.539381,616,Q3,Yes,7,Offer D,Yes,24.27,No,Yes,Cable,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.3,5,Stayed,No,68,3103,,,2025-03-13,2023-12-13 00:00:00
3070-FNFZQ,Female,48,No,No,Yes,Yes,1,United States,California,Happy Camp,96039,41.831901,-123.487478,1294,Q3,Yes,1,Offer D,Yes,39.59,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.4,4,Stayed,No,33,4698,,,2025-03-13,2023-04-13 00:00:00
2812-SFXMJ,Male,46,No,No,No,Yes,3,United States,California,Hat Creek,96040,40.789799,-121.474529,397,Q3,No,0,,Yes,7.66,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,3,Joined,No,27,4221,,,2025-03-13,2025-02-13 00:00:00
5014-WUQMG,Male,23,Yes,No,Yes,Yes,2,United States,California,Hornbrook,96044,41.962127,-122.527696,1026,Q3,Yes,1,Offer B,Yes,15.59,No,Yes,Fiber Optic,52,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.1,3,Stayed,No,68,5793,,,2025-03-13,2021-04-13 00:00:00
5312-TSZVC,Female,36,No,No,No,No,0,United States,California,Hyampom,96046,40.648024,-123.465088,268,Q3,No,0,,Yes,23.56,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,5,Stayed,No,34,4818,,,2025-03-13,2023-12-13 00:00:00
2782-JEEBU,Male,39,No,No,No,No,0,United States,California,Los Molinos,96055,40.059385,-122.091481,3756,Q3,No,0,,No,0.0,No,Yes,DSL,9,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,36.0,4,Stayed,No,64,3378,,,2025-03-13,2023-06-13 00:00:00
5127-BZENZ,Female,62,No,No,Yes,No,0,United States,California,Mcarthur,96056,41.10831,-121.360362,1554,Q3,Yes,1,Offer B,Yes,39.72,Yes,Yes,DSL,11,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.2,3,Stayed,No,26,4775,,,2025-03-13,2020-07-13 00:00:00
2720-FVBQP,Female,28,Yes,No,Yes,Yes,1,United States,California,Mccloud,96057,41.251322,-122.105209,1586,Q3,Yes,1,Offer E,Yes,24.83,Yes,Yes,Cable,82,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95,3,Stayed,No,30,3061,,,2025-03-13,2024-09-13 00:00:00
4522-XRWWI,Male,30,No,No,Yes,No,0,United States,California,Manton,96059,40.426679,-121.850421,598,Q3,Yes,1,Offer B,Yes,17.31,Yes,Yes,Cable,82,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.45,3,Stayed,No,62,4397,,,2025-03-13,2021-09-13 00:00:00
3766-EJLFL,Female,55,No,No,Yes,Yes,3,United States,California,Mill Creek,96061,40.331975,-121.460674,78,Q3,Yes,1,,Yes,18.42,Yes,Yes,Fiber Optic,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.05,4,Stayed,No,80,6391,,,2025-03-13,2019-07-13 00:00:00
5939-SXWHM,Male,59,No,No,Yes,Yes,3,United States,California,Millville,96062,40.531257,-122.148139,830,Q3,Yes,1,Offer B,Yes,20.73,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.3,3,Stayed,No,72,2111,,,2025-03-13,2021-03-13 00:00:00
7643-RCHXS,Female,31,No,No,Yes,Yes,3,United States,California,Montgomery Creek,96065,40.877552,-121.885884,431,Q3,No,0,Offer B,Yes,41.84,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.35,4,Stayed,No,23,4566,,,2025-03-13,2019-12-13 00:00:00
8246-SHFGA,Male,24,Yes,No,No,No,0,United States,California,Mount Shasta,96067,41.33832,-122.290756,7309,Q3,No,0,,Yes,34.02,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.1,3,Stayed,No,78,2842,,,2025-03-13,2023-10-13 00:00:00
0620-XEFWH,Male,41,No,No,Yes,Yes,1,United States,California,Oak Run,96069,40.689243,-122.037023,829,Q3,Yes,1,Offer E,Yes,39.04,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,18.85,4,Stayed,No,63,5279,,,2025-03-13,2024-11-13 00:00:00
6485-QXWWE,Female,51,No,No,No,Yes,3,United States,California,Old Station,96071,40.656287,-121.428965,182,Q3,No,0,Offer B,Yes,2.83,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.0,3,Stayed,No,46,4535,,,2025-03-13,2020-01-13 00:00:00
7321-VGNKU,Female,45,No,No,Yes,No,0,United States,California,Paskenta,96074,39.884395,-122.587513,263,Q3,Yes,1,Offer E,Yes,7.7,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,3,Joined,No,39,4917,,,2025-03-13,2025-01-13 00:00:00
5327-CNLUQ,Male,33,No,No,Yes,No,0,United States,California,Paynes Creek,96075,40.343213,-121.815412,433,Q3,Yes,1,Offer B,Yes,6.1,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.9,4,Stayed,No,38,2613,,,2025-03-13,2021-03-13 00:00:00
7552-KEYGT,Male,53,No,No,Yes,No,0,United States,California,Platina,96076,40.367964,-122.937379,215,Q3,Yes,1,Offer C,Yes,44.19,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.55,4,Stayed,No,44,4430,,,2025-03-13,2022-12-13 00:00:00
5816-JMLGY,Female,28,Yes,No,Yes,No,0,United States,California,Red Bluff,96080,40.186772,-122.388361,26438,Q3,Yes,4,,Yes,39.78,No,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.4,5,Stayed,No,28,6367,,,2025-03-13,2019-05-13 00:00:00
2927-QRRQV,Male,44,No,No,Yes,No,0,United States,California,Scott Bar,96085,41.737962,-123.07557,88,Q3,Yes,1,Offer B,Yes,10.13,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.65,4,Stayed,No,79,4120,,,2025-03-13,2021-05-13 00:00:00
6265-SXWBU,Male,35,No,No,Yes,Yes,2,United States,California,Shingletown,96088,40.497441,-121.827524,4231,Q3,Yes,9,,Yes,42.45,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,95.75,4,Stayed,No,74,5561,,,2025-03-13,2019-06-13 00:00:00
7941-RCJOW,Male,34,No,No,No,No,0,United States,California,Tehama,96090,40.021787,-122.127576,405,Q3,No,0,Offer B,Yes,44.7,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.55,5,Stayed,No,76,4309,,,2025-03-13,2019-10-13 00:00:00
2387-KDZQY,Male,46,No,No,No,No,0,United States,California,Weaverville,96093,40.759401,-122.939337,3749,Q3,No,0,,Yes,31.6,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.1,4,Stayed,No,51,2185,,,2025-03-13,2023-10-13 00:00:00
3584-WKTTW,Male,23,Yes,No,Yes,No,0,United States,California,Weed,96094,41.465121,-122.380947,5896,Q3,Yes,2,Offer B,Yes,39.32,Yes,Yes,Fiber Optic,76,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.55,4,Stayed,No,35,4053,,,2025-03-13,2020-12-13 00:00:00
3399-BMLVW,Male,40,No,No,Yes,No,0,United States,California,Whitmore,96096,40.637105,-121.906949,843,Q3,Yes,5,Offer B,Yes,9.53,No,Yes,DSL,10,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,60.5,3,Stayed,No,75,4994,,,2025-03-13,2020-12-13 00:00:00
1971-DTCZB,Female,52,No,No,Yes,No,0,United States,California,Yreka,96097,41.764869,-122.671316,9538,Q3,Yes,6,,Yes,42.64,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.95,3,Stayed,No,54,6091,,,2025-03-13,2019-03-13 00:00:00
3374-PZLXD,Male,31,No,No,No,No,0,United States,California,Blairsden Graeagle,96103,39.783747,-120.661032,1839,Q3,No,0,Offer C,Yes,36.52,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,3,Stayed,No,73,4136,,,2025-03-13,2022-05-13 00:00:00
3813-DHBBB,Male,39,No,No,Yes,No,0,United States,California,Cedarville,96104,41.505916,-120.152505,857,Q3,Yes,10,,No,0.0,No,Yes,DSL,6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,50.95,3,Stayed,No,77,6395,,,2025-03-13,2019-08-13 00:00:00
2812-REYAT,Female,56,No,No,Yes,No,0,United States,California,Chilcoot,96105,39.872961,-120.198876,650,Q3,Yes,3,,Yes,22.1,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.05,5,Stayed,No,72,5579,,,2025-03-13,2021-02-13 00:00:00
6518-PPLMZ,Male,38,No,No,Yes,Yes,3,United States,California,Clio,96106,39.745805,-120.580882,88,Q3,Yes,8,,Yes,25.32,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.4,3,Stayed,No,73,4497,,,2025-03-13,2020-10-13 00:00:00
4939-KYYPY,Male,55,No,No,No,No,0,United States,California,Coleville,96107,38.42528,-119.475741,1332,Q3,No,0,,Yes,33.94,Yes,Yes,Cable,25,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.45,4,Stayed,No,23,4818,,,2025-03-13,2022-12-13 00:00:00
5930-GBIWP,Male,46,No,No,No,No,0,United States,California,Doyle,96109,40.012675,-120.101857,1177,Q3,No,0,,Yes,3.24,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,81.5,4,Stayed,No,45,5286,,,2025-03-13,2019-06-13 00:00:00
6022-KOUQO,Female,51,No,No,Yes,Yes,2,United States,California,Eagleville,96110,41.280341,-120.150381,132,Q3,Yes,4,Offer E,No,0.0,No,Yes,Cable,27,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.05,4,Joined,No,22,4998,,,2025-03-13,2025-01-13 00:00:00
2361-UPSND,Female,45,No,No,Yes,No,0,United States,California,Herlong,96113,40.198234,-120.18089,946,Q3,Yes,6,,Yes,44.75,No,Yes,DSL,27,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,70.6,3,Stayed,No,52,5433,,,2025-03-13,2021-05-13 00:00:00
6035-RIIOM,Female,39,No,No,No,No,0,United States,California,Janesville,96114,40.294034,-120.512622,3093,Q3,No,0,,Yes,31.55,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.2,5,Stayed,No,55,4971,,,2025-03-13,2020-09-13 00:00:00
9504-DSHWM,Male,53,No,No,No,No,0,United States,California,Litchfield,96117,40.507272,-120.338228,385,Q3,No,0,,Yes,33.14,Yes,Yes,DSL,17,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,59.2,3,Stayed,No,58,5924,,,2025-03-13,2023-07-13 00:00:00
5035-BVCXS,Male,20,Yes,No,No,No,0,United States,California,Loyalton,96118,39.637471,-120.226338,1822,Q3,No,0,,Yes,13.55,No,Yes,Fiber Optic,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.9,4,Stayed,No,70,4278,,,2025-03-13,2024-04-13 00:00:00
3533-UVMOM,Male,56,No,No,Yes,No,0,United States,California,Markleeville,96120,38.735789,-119.85798,957,Q3,Yes,4,,Yes,11.94,No,Yes,DSL,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,70.95,3,Stayed,No,43,5036,,,2025-03-13,2019-07-13 00:00:00
1478-VPOAD,Female,39,No,No,No,No,0,United States,California,Calpine,96124,39.672813,-120.456699,322,Q3,No,0,Offer E,Yes,37.5,No,Yes,DSL,3,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.8,5,Joined,No,31,4633,,,2025-03-13,2025-02-13 00:00:00
9995-HOTOH,Male,36,No,No,Yes,No,0,United States,California,Sierra City,96125,39.600599,-120.636358,348,Q3,Yes,1,,No,0.0,No,Yes,Cable,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.0,3,Stayed,No,20,5639,,,2025-03-13,2019-12-13 00:00:00
2988-PLAHS,Female,58,No,No,No,No,0,United States,California,Sierraville,96126,39.559709,-120.345639,227,Q3,No,0,Offer E,Yes,29.51,No,Yes,Cable,17,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,69.95,5,Joined,No,67,2754,,,2025-03-13,2024-12-13 00:00:00
1371-OJCEK,Female,25,Yes,No,No,No,0,United States,California,Standish,96128,40.346634,-120.386422,408,Q3,No,0,,Yes,13.67,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.35,5,Stayed,No,70,4200,,,2025-03-13,2021-03-13 00:00:00
4999-IEZLT,Male,45,No,No,No,No,0,United States,California,Susanville,96130,40.559177,-120.612113,19440,Q3,No,0,,No,0.0,No,Yes,Cable,15,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,29.45,3,Stayed,No,55,5112,,,2025-03-13,2019-09-13 00:00:00
8883-ANODQ,Female,44,No,No,Yes,Yes,1,United States,California,Termo,96132,41.027281,-120.669427,72,Q3,Yes,3,,Yes,24.94,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,84.4,5,Stayed,No,34,5045,,,2025-03-13,2019-07-13 00:00:00
2351-RRBUE,Female,20,Yes,No,Yes,No,0,United States,California,Tulelake,96134,41.813521,-121.492666,2595,Q3,Yes,2,Offer E,Yes,41.64,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.65,4,Stayed,No,70,3575,,,2025-03-13,2024-08-13 00:00:00
5980-BDHPY,Male,48,No,No,Yes,No,0,United States,California,Wendel,96136,40.345949,-120.081187,162,Q3,Yes,5,,Yes,12.02,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,87.1,3,Stayed,No,76,5993,,,2025-03-13,2019-03-13 00:00:00
1498-DQNRX,Female,46,No,No,Yes,No,0,United States,California,Westwood,96137,40.271535,-121.018087,4158,Q3,No,0,,Yes,5.69,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.85,4,Stayed,No,59,2712,,,2025-03-13,2022-10-13 00:00:00
9469-WEJBT,Male,56,No,No,Yes,No,0,United States,California,Carnelian Bay,96140,39.227434,-120.091806,1943,Q3,Yes,4,,Yes,6.99,No,Yes,Fiber Optic,22,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.35,3,Stayed,No,76,3347,,,2025-03-13,2022-02-13 00:00:00
2581-VKIRT,Female,57,No,No,Yes,No,0,United States,California,Kings Beach,96143,39.246654,-120.029273,4806,Q3,Yes,6,,Yes,14.49,Yes,Yes,Cable,25,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,65.5,3,Stayed,No,35,5631,,,2025-03-13,2020-04-13 00:00:00
2851-MMUTZ,Female,29,Yes,No,No,No,0,United States,California,Tahoe Vista,96148,39.24124,-120.054765,678,Q3,No,0,,Yes,1.31,No,Yes,Cable,53,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,56.15,3,Stayed,No,69,3056,,,2025-03-13,2022-12-13 00:00:00
3307-TLCUD,Male,36,No,No,Yes,No,0,United States,California,Los Angeles,90001,33.973616,-118.24902,54492,Q3,Yes,1,,No,0.0,No,Yes,Cable,10,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,34.4,3,Stayed,No,45,4207,,,2025-03-13,2023-10-13 00:00:00
6625-FLENO,Male,31,No,No,Yes,No,0,United States,California,Los Angeles,90002,33.949255,-118.246978,44586,Q3,Yes,9,,Yes,18.68,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,5,Stayed,No,20,4927,,,2025-03-13,2020-05-13 00:00:00
2967-MXRAV,Male,29,Yes,No,Yes,No,0,United States,California,Los Angeles,90003,33.964131,-118.272783,58198,Q3,Yes,9,,Yes,43.57,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,18.8,3,Joined,No,51,5160,,,2025-03-13,2025-02-13 00:00:00
8189-HBVRW,Female,50,No,No,No,No,0,United States,California,Los Angeles,90005,34.059281,-118.30742,43019,Q3,No,0,,Yes,2.51,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,90.8,3,Stayed,No,20,5249,,,2025-03-13,2020-10-13 00:00:00
4163-KIUHY,Male,21,Yes,No,No,No,0,United States,California,Los Angeles,90006,34.048013,-118.293953,62784,Q3,No,0,,Yes,39.84,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.6,4,Stayed,No,56,2980,,,2025-03-13,2022-04-13 00:00:00
3500-NSDOA,Male,35,No,No,Yes,No,0,United States,California,Los Angeles,90008,34.008293,-118.346766,30852,Q3,Yes,1,,Yes,11.12,Yes,Yes,Cable,10,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,70.8,4,Stayed,No,61,5540,,,2025-03-13,2019-07-13 00:00:00
1171-TYKUR,Male,20,Yes,No,Yes,No,0,United States,California,Los Angeles,90010,34.062125,-118.315709,1957,Q3,Yes,1,,Yes,10.07,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.4,3,Stayed,No,33,3159,,,2025-03-13,2021-04-13 00:00:00
1219-NNDDO,Female,51,No,No,No,No,0,United States,California,Los Angeles,90015,34.039224,-118.266293,15140,Q3,No,0,Offer E,Yes,42.41,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.85,5,Stayed,No,38,4834,,,2025-03-13,2024-06-13 00:00:00
8388-DMKAE,Female,41,No,No,No,No,0,United States,California,Los Angeles,90016,34.028331,-118.354338,46984,Q3,No,0,Offer E,Yes,15.86,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.25,5,Stayed,No,37,2653,,,2025-03-13,2024-07-13 00:00:00
4403-BWPAY,Male,40,No,No,No,No,0,United States,California,Los Angeles,90017,34.052842,-118.264495,20692,Q3,No,0,,Yes,33.5,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.8,4,Stayed,No,22,4527,,,2025-03-13,2024-01-13 00:00:00
9659-QEQSY,Female,26,Yes,No,No,No,0,United States,California,Los Angeles,90018,34.028735,-118.317236,47143,Q3,No,0,,Yes,33.73,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,115.65,3,Stayed,No,75,3974,,,2025-03-13,2021-06-13 00:00:00
5405-ZMYXQ,Female,21,Yes,No,No,No,0,United States,California,Los Angeles,90019,34.049841,-118.33846,67520,Q3,No,0,Offer E,Yes,1.28,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.6,5,Stayed,No,57,2142,,,2025-03-13,2024-07-13 00:00:00
1442-OKRJE,Male,40,No,No,Yes,Yes,2,United States,California,Los Angeles,90021,34.029043,-118.239504,3012,Q3,Yes,7,,Yes,39.45,No,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,4,Stayed,No,80,4663,,,2025-03-13,2019-09-13 00:00:00
4737-AQCPU,Male,39,No,No,Yes,No,0,United States,California,Los Angeles,90022,34.02381,-118.156582,68701,Q3,Yes,5,,Yes,42.55,Yes,Yes,DSL,18,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,72.1,3,Stayed,No,42,4658,,,2025-03-13,2019-03-13 00:00:00
2808-CHTDM,Female,47,No,No,Yes,Yes,2,United States,California,Los Angeles,90024,34.066303,-118.435479,44150,Q3,Yes,4,,Yes,35.86,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.1,5,Stayed,No,67,2267,,,2025-03-13,2023-04-13 00:00:00
0793-TWELN,Female,27,Yes,No,No,No,0,United States,California,Los Angeles,90026,34.078991,-118.263804,73686,Q3,No,0,Offer E,Yes,6.5,Yes,Yes,Fiber Optic,73,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,3,Stayed,No,62,2841,,,2025-03-13,2024-11-13 00:00:00
3283-WCWXT,Male,58,No,No,Yes,Yes,3,United States,California,Los Angeles,90027,34.127194,-118.295647,48727,Q3,Yes,8,Offer E,Yes,31.73,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.4,3,Stayed,No,52,2882,,,2025-03-13,2024-09-13 00:00:00
5451-MHQOF,Male,64,No,No,Yes,No,0,United States,California,Los Angeles,90031,34.085807,-118.206617,38415,Q3,Yes,7,,Yes,32.93,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,24.45,3,Stayed,No,78,5623,,,2025-03-13,2020-07-13 00:00:00
4836-WNFNO,Female,56,No,No,Yes,No,0,United States,California,Los Angeles,90032,34.078821,-118.177576,46960,Q3,Yes,7,,Yes,39.98,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,4,Stayed,No,35,6126,,,2025-03-13,2019-03-13 00:00:00
9225-BZLNZ,Male,64,No,No,Yes,No,0,United States,California,Los Angeles,90033,34.050198,-118.210946,49431,Q3,Yes,9,,Yes,16.58,Yes,Yes,DSL,30,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.25,3,Stayed,No,52,6275,,,2025-03-13,2019-03-13 00:00:00
0354-VXMJC,Male,60,No,No,Yes,Yes,3,United States,California,Los Angeles,90034,34.030578,-118.399613,58218,Q3,Yes,10,,Yes,34.04,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,5,Stayed,No,35,4617,,,2025-03-13,2023-04-13 00:00:00
4422-QVIJA,Female,52,No,No,No,Yes,1,United States,California,Los Angeles,90035,34.051809,-118.383843,27799,Q3,No,0,,Yes,38.82,Yes,Yes,DSL,19,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,50.15,3,Stayed,No,74,5879,,,2025-03-13,2022-04-13 00:00:00
8332-OSJDW,Male,54,No,No,Yes,No,0,United States,California,Los Angeles,90038,34.088017,-118.327168,32562,Q3,Yes,5,,Yes,45.15,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,26.4,4,Stayed,No,65,3277,,,2025-03-13,2024-03-13 00:00:00
4735-BJKOU,Female,33,No,No,No,No,0,United States,California,Los Angeles,90039,34.110845,-118.259595,29310,Q3,No,0,,Yes,8.36,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.15,5,Stayed,No,64,3915,,,2025-03-13,2021-11-13 00:00:00
0274-JKUJR,Male,21,Yes,No,Yes,Yes,2,United States,California,Los Angeles,90040,33.994524,-118.149953,9805,Q3,Yes,9,Offer E,No,0.0,No,Yes,Cable,47,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,58.85,3,Stayed,No,76,3332,,,2025-03-13,2024-08-13 00:00:00
5740-YHGTW,Male,62,No,No,Yes,Yes,3,United States,California,Los Angeles,90041,34.137412,-118.207607,27866,Q3,Yes,8,,Yes,32.38,Yes,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,97.55,4,Stayed,No,49,4551,,,2025-03-13,2019-05-13 00:00:00
8917-SZTTJ,Male,31,No,No,Yes,Yes,1,United States,California,Los Angeles,90042,34.11572,-118.192754,64672,Q3,Yes,7,,Yes,21.98,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,5,Stayed,No,50,6315,,,2025-03-13,2020-03-13 00:00:00
1696-MZVAU,Male,27,Yes,No,Yes,No,0,United States,California,Los Angeles,90043,33.988543,-118.334081,44764,Q3,Yes,8,,No,0.0,No,Yes,DSL,48,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,25.25,3,Stayed,No,21,4259,,,2025-03-13,2021-12-13 00:00:00
7359-WWYJV,Male,53,No,No,Yes,No,0,United States,California,Los Angeles,90044,33.952714,-118.292061,87383,Q3,Yes,5,,Yes,6.29,Yes,Yes,Fiber Optic,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.45,4,Stayed,No,53,6274,,,2025-03-13,2019-03-13 00:00:00
4906-ZHGPK,Male,49,No,No,Yes,No,0,United States,California,Los Angeles,90046,34.108455,-118.362081,49839,Q3,Yes,3,,Yes,48.45,Yes,Yes,DSL,28,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.7,3,Stayed,No,77,5276,,,2025-03-13,2020-09-13 00:00:00
